scientific_name,common_name,meaning,diet,length_m,weight_kg,height_m,locomotion,geological_period,lived_in,behavior_notes,first_discovered,fossil_location,notable_features,intelligence_level
Amargatitanis,Amargatitanis,Amarga giant,Herbivore,12.360817397220924,10292.336266642977,5.269788535586292,Quadrupedal,Early Cretaceous (Barremian–Aptian),South America (Argentina),Titanosaurid sauropod; named after La Amarga,2007,"La Amarga Formation, Argentina",Titanosaur traits; robust limb bones,Low
Kryptops,Kryptops,Hidden face,Carnivore,5.677627842810825,1522.8173837203533,2.004832339404877,Bipedal,Late Cretaceous,Africa,Theropod dinosaur,2008,Niger,"Robust skull, early abelisaurid",Medium
Centrosaurinae,Centrosaurinae,short-frilled ceratopsids,Herbivore,,,,Quadrupedal,Late Cretaceous (Campanian–Maastrichtian),"North America (Canada, USA)",Subfamily of ceratopsids with short frills and large nasal horns,Defined 1915,"Various (e.g., Dinosaur Park Formation)","Includes Centrosaurus, Styracosaurus, etc.",Medium
Ledumahadi,Ledumahadi,Great thunder,Herbivore,24.912617784114023,34602.93258751577,7.086935451633641,Quadrupedal,Early Jurassic,Africa,Sauropod dinosaur,2015,South Africa,Huge sauropod,Huge
Microdontosaurus,Microdontosaurus,Small toothed lizard,Carnivore,1.9827261108315766,21.34225367407548,0.724738678200961,Bipedal,Late Jurassic,Europe,Theropod dinosaur,1900,England,Small predator dinosaur,Unknown
Dromaeosauroides,Dromaeosauroides,dromaeosaur-like,Carnivore,2.916373104874567,182.22739891516883,1.2638244965953411,Bipedal,Early Cretaceous (Barremian),Europe (Denmark),Known only from two teeth; probable dromaeosaurid,2003,"Ryomgård, Denmark",Only known Danish dinosaur; dubious classification,Medium
Amargasaurus,Amargasaurus,Almond tooth,Herbivore,9.77288800028132,5118.998058196696,4.494324008416643,Quadrupedal,Middle Jurassic,Argentina,Basal sauropod,1947,Argentina,Teeth shape,Low
Bagaraatan,Bagaraatan,small hunter,,3.18868287109989,103.10672658947753,1.2831569388001498,Bipedal,Late Cretaceous (Maastrichtian),Asia (Mongolia),Theropod of uncertain placement; lightweight predator,1996,"Nemegt Formation, Mongolia",Known from hindlimbs and jaws; classification debated,Medium
Deltadromeus,Deltadromeus,Near horned face,unknown,8.12932813043207,2108.297853206838,3.4238470125133404,Quadrupedal,Late Cretaceous,Canada,Horned face,1912,Canada,Large frill,Low
Kritosaurus,Kritosaurus,Approximate lizard,,7.759972055513318,,2.5575395866006567,Bipedal,Late Cretaceous,North America,Hadrosaurid dinosaur,1910,USA,Large hadrosaur,Large
Ruyangosaurus,Ruyangosaurus,Ruyang lizard,Herbivore,18.74317277518958,30501.986227306294,5.6030885647611335,Quadrupedal,Late Cretaceous,Asia,Titanosaur sauropod,2009,China,Large herbivore,Medium
Duriavenator,Duriavenator,Dorset hunter,Carnivore,8.128835885690938,999.1864153797143,2.5960629983389953,Bipedal,Middle Jurassic (Bathonian),Europe (England),Megalosaurid theropod based on skull material,2008,"Oxford Clay, Dorset, England",Strong jaws; formerly Megalosaurus hesperis,High
Silesaurus,Silesaurus,Silesian lizard,Herbivore,2.1797911478607763,20.221054817429028,1.0053143024889872,Bipedal,Late Triassic,Europe,Silesaurid dinosaur,1932,Poland,Early dinosaur relative,Unknown
Huayangosaurus,Huayangosaurus,Alvarez's lizard,Carnivore,1.9849403688638279,19.921641277910638,-0.7246645383811035,Bipedal,Late Cretaceous,Argentina,Small predator,1991,Argentina,Tiny arms,Medium
Jiangxisaurus,Jiangxisaurus,Jiangxi lizard,Herbivore,2.006058874110641,52.29388833753499,1.0135007121502753,Bipedal,Early Cretaceous,Asia (China),Small ornithopod,2013,China,Light build and fast,Medium
Ceratops,Ceratops,horned face,Herbivore,5.496788438861395,2561.1861118676084,2.251231011350042,Quadrupedal,Late Cretaceous (Campanian–Maastrichtian),"North America (Wyoming, USA)",Early-discovered ceratopsid; possibly nomen dubium,1888,"Lance Formation, Wyoming",Only skull fragments found; historic importance,Low
Szechuanosaurus,Szechuanosaurus,"Szechuan lizard  ",Carnivore,6.142324774120352,725.5799592696798,2.3509984223828133,Bipedal,Late Jurassic,Asia,Theropod dinosaur,1953,China,Medium predator,Medium
Vahiny,Vahiny,Vahiny,Unknown,3.1480630518167407,143.53935038344883,0.9688579907780852,Bipedal,Late Cretaceous,Madagascar,Theropod dinosaur,2009,Madagascar,Small theropod,Small
Minimocursor,Minimocursor,Small runner,Carnivore,1.566755445050311,54.70233645041209,0.7630465070938173,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2021,Argentina,Small theropod,Small
Suchomimus,Suchomimus tenerensis,Crocodile mimic,Carnivore,11.809787202674158,3458.7115429585333,3.8801622171049917,Bipedal,Early Cretaceous,Niger,Spinosaurid predator with fish-eating adaptations,1997,Gadoufaoua Niger,Long jaws and claws; narrow snout,Medium
Llukalkan,Llukalkan,Fierce one,Carnivore,4.6414852132756526,,2.0924401957126237,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2019,Argentina,Medium theropod,Medium
Kansaignathus,Kansaignathus,Kansai jaw,Carnivore,3.280856711636651,164.82765020759035,1.3599728534583873,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2017,Japan,Small theropod,Small
Shishugounykus,Shishugounykus,Shishugou claw,Carnivore,0.9445593339017219,9.547950360328116,0.5496649841659556,Bipedal,Late Cretaceous,Asia,Alvarezsaurid theropod,2019,China,"Small, fast predator",Medium
Austrocheirus,Austrocheirus,southern hand,Carnivore,4.598734658746608,400.95987935095445,1.7208284822413116,Bipedal,Late Cretaceous (Campanian–Maastrichtian),South America (Argentina),Theropod with unusual hand bones,2009,"Chorrillo Formation, Argentina",Poorly known; possibly related to abelisaurs,Medium
Protathlitis,Protathlitis,First hunter,Carnivore,5.565877432654477,3603.846413892267,3.167725549346251,Bipedal,Late Cretaceous,Europe,Theropod dinosaur,2021,Spain,Medium theropod,Medium
Labocania,Labocania,Laboca lizard,,6.799699527186051,1268.5421292873339,2.5903368509402354,Bipedal,Late Cretaceous,North America,Theropod dinosaur,1976,Mexico,"Robust skull, large teeth",Medium
Brasilotitan,Brasilotitan,Brazil titan,Herbivore,14.992818696916936,9022.46344931231,4.883277781208198,Quadrupedal,Late Cretaceous (Maastrichtian),South America (Brazil),Titanosaurid sauropod with unique vertebrae,2013,"Adamantina Formation, São Paulo",Possesses notched jaw and distinct vertebrae features,Low
Nicksaurus,Nicksaurus,Nick's lizard," CARNIVORE",4.880018333305074,1760.2500661567594,2.1752999925415937,Bipedal,Late Jurassic,North America,Theropod dinosaur,2017,USA,Medium theropod,Medium
Invictarx,Invictarx,Unconquered shield,Herbivore,6.528510443539634,3433.6247021701774,2.6433174802795234,Quadrupedal,Late Cretaceous,North America,Ankylosaur dinosaur,2018,USA,Medium ankylosaur,Medium
Jianianhualong,Jianianhualong,Jianianhua dragon,Carnivore,2.962227774985692,158.87447551177019,1.5952710304806754,Bipedal,Late Cretaceous,Asia,Feathered theropod,2017,China,Medium theropod,Medium
Caenagnathasia,Caenagnathasia,recent jaw from Asia,Omnivore,0.8131394056732719,2.810642253892686 kg,0.5353233620090111,Bipedal,Late Cretaceous (Turonian),Asia (Uzbekistan),Tiny oviraptorosaur; among smallest known non-avian dinos,1994,"Bissekty Formation, Uzbekistan",Jaw structure similar to birds,High
Geranosaurus,Geranosaurus,crane lizard,Herbivore,1.9164421856984535,29.902166113655095,1.0197993433854835,Bipedal,Early Jurassic (Hettangian–Sinemurian),Africa (South Africa),Poorly known ornithischian from fragmentary remains,1911,"Elliot Formation, South Africa",Potentially a basal ornithischian,Unknown
Walgettosuchus,Walgettosuchus,Walgett crocodile,Carnivore,5.76449345331832,477.1259198423971,1.6090102406636864,Bipedal,Late Cretaceous,Oceania,Archosaur,1994,Australia,Theropod-like reptile,Medium
Pleurocoelus,Pleurocoelus,Side hollow,,7.0666048863291575,,3.56487203124044,Bipedal,Early Cretaceous,North America,Sauropod dinosaur,1877,USA,Medium sauropod,Medium
Mantellisaurus,Mantellisaurus,Mantell's lizard,Herbivore,6.512462232918642,1139.5862669183996,2.0165922086652803,Bipedal,Early Cretaceous,Europe,Ornithopod dinosaur,2007,UK,Medium-sized herbivore,Medium
Loricosaurus,Loricosaurus,Armored lizard," CARNIVORE",6.533377756409091,2792.656421069314 kg,2.5385819203125957,Quadrupedal,Late Jurassic,Europe,Ankylosaur dinosaur,2015,Portugal,Medium ankylosaur,Medium
Lukousaurus,Lukousaurus,Lukou lizard,Carnivore,5.498507197634774,,2.1157213431482926,Bipedal,Late Jurassic,Asia,Theropod dinosaur,1999,China,Medium theropod,Medium
Dracopelta,Dracopelta,dragon shield,Herbivore,3.2244489575794604,431.13022095370883,1.201544648588375,Quadrupedal,Late Jurassic (Kimmeridgian),Europe (Portugal),Armored ankylosaurian with limited fossil material,1980,"Lourinhã Formation, Portugal",Early armored dinosaur; small size,Low
Dornraptor,Dornraptor,Thorn thief,Carnivore,2.8861291545416456,,1.40968783384446,Bipedal,Late Jurassic,Europe,Theropod dinosaur,2016,UK,Small theropod,Small
Anodontosaurus,Anodontosaurus,toothless lizard,Herbivore,6.182448353237173,,2.0524317582156164,Quadrupedal,Late Cretaceous (Maastrichtian),North America (Canada),Ankylosaurid with tail club and heavy armor,1929 (reclassified later),"Horseshoe Canyon Formation, Alberta",Tail club with unique structure; armored skull,Low
Xinjiangovenator,Xinjiangovenator,Xinjiang hunter,Carnivore,5.457663983277077,,1.2370269131741882,Bipedal,Late Jurassic,Asia,Theropod dinosaur,2007,China,Medium predator,Medium
Yamanasaurus,Yamanasaurus,Yamana lizard,carnivor,11.76255264916961,10000000.0,3.4163012620631994,Quadrupedal,Late Jurassic,South America,Sauropod dinosaur,2020,Ecuador,Large sauropod,Large
Sinocephale,Sinocephale,Chinese head,,5.2633728415122105,nan kg,2.585320813993575,Bipedal,Late Cretaceous,Asia,Ceratopsian dinosaur,2019,China,Medium ceratopsian,Medium
Pseudolagosuchus,Pseudolagosuchus,False rabbit crocodile,Carnivore,1.897149329534849,37.91842606030863,0.8470786100940917,Bipedal,Late Triassic,South America,Theropod dinosaur,1997,Argentina,Small predator,Medium
Isanosaurus,Isanosaurus,Isan lizard (named after Isan region),Herbivore,18.99443834192966,9498.298246746233,6.1906985285286416,Bipedal/Early Sauropod,Late Triassic,Asia (Thailand),One of the earliest sauropods,1999,Thailand,Long neck and large body,Low
Mongolostegus,Mongolostegus,Mongolian roof,Herbivore,6.47561277459824,3722.9523786833793,2.616887386851735,Bipedal,Late Cretaceous,Asia,Ankylosaur dinosaur,2020,Mongolia,Medium ankylosaur,Medium
Klamelisaurus,Klamelisaurus,Klameli lizard,Herbivore,12.520190656696784,15255.814325711108,4.457209932729143,Quadrupedal,Jurassic,Asia (China),Macronarian sauropod,1993,China,Long neck and tail,Low
Coeluroides,Coeluroides,Coelurosaur-like,Carnivore,2.145893739004311,,1.0300459308180376,Bipedal,Late Cretaceous (Maastrichtian),Asia (India),Dubious coelurosaurian theropod,1933,"Lameta Formation, India",Known from partial vertebrae and limb bones,Unknown
Nomingia,Nomingia,Sand lizard,Herbivore,3.775366651162222,322.7058402214288,1.187741665989566,Bipedal,Early Jurassic,USA,Early sauropodomorph,1889,USA,Slender build,Medium
Cetiosauriscus,Cetiosauriscus,La Amarga lizard,Herbivore,10.030714583452188,2614.1991204198857,3.2112368176659682,Quadrupedal,Early Cretaceous,Argentina,Neck spines,1991,Argentina,Neck spines,Low
Bayosaurus,Bayosaurus,Bayyo lizard,Carnivore,2.2999505361445847,28.108595748615606,0.9635227505231305,Bipedal,Late Cretaceous (Turonian),South America (Argentina),Small coelurosaur; likely a noasaurid,2010,"Bayo Overo Formation, Patagonia",Hindlimb material; agile predator,Medium
Pleurocoelus,Pleurocoelus,Side hollow," CARNIVORE",6.523259305105085,,3.287990302227003,Bipedal,Early Cretaceous,North America,Sauropod dinosaur,1877,USA,Medium sauropod,Medium
Yinlong,Yinlong downsi,Hidden dragon,Herbivore,1.2831288710196866,16.386045842330642,0.5451512373037525,Bipedal,Late Jurassic,China,One of the earliest ceratopsians,2006,"Xinjiang, China",Basal ceratopsian with primitive features,Medium
Emausaurus,Emausaurus,Alvarez's lizard,Carnivore,2.125397962851044,21.58042135047459,0.8650031129600718,Bipedal,Late Cretaceous,Argentina,Small predator,1991,Argentina,Tiny arms,Medium
Fruitadens,Fruitadens,Fruita tooth,,0.7266275635652355,0.9326092691925911,0.285718502207911,Bipedal,Late Jurassic (Tithonian),"North America (Colorado, USA)",Heterodontosaurid with diverse teeth types,2010,"Morrison Formation, Colorado",Smallest known ornithischian dinosaur,High
Muttaburrasaurus,Muttaburrasaurus,Sand lizard,"herbivore ",3.9508750056112,292.17161694546525,1.1809206888994073,Bipedal,Early Jurassic,USA,Early sauropodomorph,1889,USA,Slender build,Medium
Dysganus,Dysganus,bad jaw,Herbivore,,,,Bipedal (?),Late Cretaceous (Campanian),"North America (Montana, USA)",Known only from teeth; possibly hadrosaurid,1876,"Judith River Formation, Montana",Nomen dubium due to lack of diagnostic material,Unknown
Huehuecanauhtlus,Huehuecanauhtlus,ancient duck,Herbivore,4.153084681635001,504.6139276750042,1.265840403668438,Bipedal,Late Cretaceous,North America,Ornithopod dinosaur related to hadrosaurs,2012,Mexico,Moderate-sized herbivore with duckbill,Low
Tawa,Tawa,Tawa (Hopi sun deity),Omnivore,2.079116406034925,21.14300965564646,0.7385604381223672,Bipedal,Late Triassic,North America,Theropod dinosaur,2009,USA,Small early theropod,Small
Mononykus,Mononykus,Alvarez's lizard,Carnivore,1.202288732927432,3.656555578543375,0.4874238651355346,Bipedal,Late Cretaceous,Argentina,Small predator,1991,Argentina,Tiny arms,Medium
Sauroplites,Sauroplites,Lizard armor,Herbivore,5.341938357353177,1418.527572492959,1.8612603948466053,Quadrupedal,Late Cretaceous,Asia,Ankylosaurian dinosaur,2007,China,Medium armored dinosaur,Medium
Guemesia,Guemesia,Guemesia,Carnivore,3.298752135064013,162.71046345310776,1.4243778601324564,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2021,Argentina,Medium theropod,Medium
Indosaurus,Indosaurus,Indian lizard,Carnivore,7.148121230346086,1430.1366139391203,2.5417167517801964,Bipedal,Late Cretaceous,Asia (India),Theropod related to abelisaurids,1933,India,Short snout and stocky build,Medium
Diclonius,Diclonius,double sprout,"herbivore ",8.163211240698084,,2.2872737171978725,Bipedal,Late Cretaceous (Campanian),"North America (Montana, USA)",Based on hadrosaurid teeth; considered dubious,1876,"Judith River Formation, Montana",Possible synonym of other hadrosaurs,Unknown
Oxalaia,Oxalaia,Oxalá (Brazilian deity),Carnivore,12.227317699764221,5590.681970638082,3.645255465994292,Bipedal,Late Cretaceous,South America,Spinosaurid theropod,2011,Brazil,Large spinosaurid,Unknown
Coelosaurus,Coelosaurus,hollow lizard,Carnivore,2.581729289243218,67.8656113403963,1.0891045909969364,Bipedal,Late Cretaceous (Maastrichtian),"North America (New Jersey, USA)",Poorly known theropod; possibly ornithomimid,1865,"Hornerstown Formation, New Jersey",Dubious classification; based on leg bones,Unknown
Ekrixinatosaurus,Ekrixinatosaurus,explosion-born lizard,Carnivore,8.108728745321505,2083.4232678132234,2.9683231528551137,Bipedal,Cretaceous (Cenomanian),South America (Argentina),Abelisaurid theropod; powerful predator,2004,"Candeleros Formation, Patagonia",Heavily built with strong skull; name from dynamite find,High
Scelidosaurus,Scelidosaurus harrisonii,Limb lizard,Herbivore,4.287924425195087,246.7058579489372,1.5019622961131291,Quadrupedal,Early Jurassic (Sinemurian–Pliensbachian),England,Early armored ornithischian with bony scutes and long tail,1861,England,One of the earliest complete dinosaur skeletons ever found,Medium
Dandakosaurus,Dandakosaurus,Dandakaranya lizard,carnivor,,,,Bipedal,Jurassic (Toarcian?),Asia (India),Theropod based on single vertebra; highly dubious,1962,"Kota Formation, India",Poorly known; uncertain classification,Unknown
Siluosaurus,Siluosaurus,Silu lizard,Herbivore,8.09730279625543,3080.3583939250057,3.068610596695439,Quadrupedal,Late Cretaceous,Asia,Sauropod dinosaur,2004,China,Medium sauropod,Medium
Chilantaisaurus,Chilantaisaurus,Ch’i-lan-t’ai lizard,Carnivore,10.045766265223374,4152.201855131015,2.9929490215354813,Bipedal,Late Cretaceous (Cenomanian),Asia (China),Large theropod; possibly megaraptoran,1964,"Chinle Formation, Inner Mongolia",Strong arms and claws; uncertain classification,Medium
Burianosaurus,Burianosaurus,Burian’s lizard,Herbivore,3.6571412687172566,211.61311190958813,1.284970197747046,Bipedal,Late Cretaceous (Cenomanian),Europe (Czech Republic),Basal ornithopod named after Czech artist Z. Burian,2017,Peruc-Korycany Formation,Femur and partial limb remains; rare central European find,Medium
Megalosaurus,Megalosaurus,Sand lizard,"herbivore ",8.176366873386428,904.8594844111298,2.8969243455267444,Bipedal,Early Jurassic,USA,Early sauropodomorph,1889,USA,Slender build,Medium
Pulanesaura,Pulanesaura,Pulana lizard,Herbivore,7.324301883459589,,2.8842697524946073,Bipedal,Late Jurassic,South America,Sauropod dinosaur,2019,South Africa,Large sauropod,Large
Citipes,Citipes,Citi foot,Carnivore,1.9489613146296376,,1.082700255149382,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2017,USA,Small theropod,Small
Hypnovenator,Hypnovenator,Hypno hunter,Carnivore,2.108755613142024,49.595228181429746,1.0248123260160424,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2017,USA,Small theropod,Small
Vectipelta,Vectipelta,Vectis shield,Herbivore,4.7942754758705775,728.0229988405354,1.6429300222383252,Quadrupedal,Cretaceous,Europe,Ankylosaur dinosaur,2021,UK,Medium armored dinosaur,Medium
Syngonosaurus,Syngonosaurus macrocercus,United lizard,,5.55390522004375,1307.7522680913587,2.504871964465779,Bipedal,Cretaceous,Africa (England),Basal iguanodontian,1905,England,Fragmentary remains; basal ornithopod,Medium
Priodontognathus,Priodontognathus,Saw tooth jaw,OMNIVORE,2.8097851093885744,,0.9310470220577574,Bipedal,Late Jurassic,Europe,Theropod dinosaur,1932,England,Small predator,Medium
Wintonotitan,Wintonotitan,Winton titan,Herbivore,19.44790150584857,23823.240947256218,6.452462632193059,Quadrupedal,Late Cretaceous,Australia,Sauropod dinosaur,2009,Australia,Large sauropod,Large
Micropachycephalosaurus,Micropachycephalosaurus,Near bird,Carnivore,0.5279557653229149,0.379549044392813,0.25510490954380277,Bipedal,Late Jurassic,China,Feathered,2009,China,Feathers,Medium
Ornithomimus,Ornithomimus,Bird mimic,Omnivore,3.7507368728796466,143.39728405155148,2.162938272828676,Bipedal,Late Cretaceous,North America,"Fast runner, likely feathered",1890,"Alberta, Canada","Long legs and neck, bird-like beak",Medium
Sasayamagnomus,Sasayamagnomus,Sasayama giant,Herbivore,6.2042963751966,3680.461105176701,2.8300863571774095,Bipedal,Late Cretaceous,Asia,Sauropod dinosaur,2020,Japan,Medium sauropod,Medium
